title,price,link,description,description_pp
Canon EOS 700D Spiegelreflexkamera,400,/s-anzeige/canon-eos-700d-spiegelreflexkamera/2939284673-245-23996,"Canon EOS 700D Spiegelreflexkamera  Biete hier meine Canon EOS 700d Spiegelreflexkamera an.Verkauft wird sie mit einem zusätzlichen Objektiv und weiterem Zubehör. Außerdem gibt es noch ein Stativ.Gerne Abholung, Versand sonst auch möglich.Privatverkauf, daher keine Rücknahme oder Garantie.",canon eos 700d spiegelreflexkamera biete canon eos 700d spiegelreflexkamera verkauft zusätzlich objektiv weiter zubehör stativ gerne abholung versand privatverkauf rücknahme garantie
Canon EOS 77D DSLR Kamera mit 3 Objektiven,400,/s-anzeige/canon-eos-77d-dslr-kamera-mit-3-objektiven/2939269460-245-7992,"Canon EOS 77D DSLR Kamera mit 3 Objektiven  Mit rund 15.000 Auslösungen befindet diese Kamera sich in einem Top ZustandDas Set umfasst zwei Ladegeräte, drei Akkus und vier Objektive, darunter ein Teleobjektiv sowie zwei Festbrennweiten und ein Standard Kit Objektiv. Diese umfangreiche Ausstattung bietet eine großartige Möglichkeit für kreative Fotografie.Zusätzlich sind auf der Kamera drei professionell entwickelte Presets installiert, die optimal für Filmaufnahmen geeignet sind. Die Details zu den enthaltenen Komponenten sind in den bereitgestellten Fotos ersichtlich. Set wurde 2022/Januar erworben einwandfreier Zustand",canon eos 77d dslr kamera 3 objektive 15.000 auslösung befinden kamera top zustanddas set umfassen ladegeräte akkus objektive teleobjektiv festbrennweite standard kit objektiv umfangreich ausstattung bieten großartig möglichkeit kreativ fotografie zusätzlich kamera professionell entwickelt preset installieren optimal filmaufnahme geeignet detail enthalten komponente bereitgestellt foto ersichtlich set 2022 januar erwerben einwandfrei zustand
Das Weihnachtsgeschenk! Canon semiprofessionelle Kamera Eos7D,450,/s-anzeige/das-weihnachtsgeschenk-canon-semiprofessionelle-kamera-eos7d/2936334639-245-8663,"Das Weihnachtsgeschenk! Canon semiprofessionelle Kamera Eos7D  Mit DER gelingen Dir die Fotos, von denen Du immer geträumt hast! Gestochen scharf, brillante Farben, tolle Kontraste. Ob Traumurlaub auf der Safari, den Malediven oder auf Island. Ob Familienfeier, Hochzeit oder Model Fotografie. Eine Hammer Kamera! Immer Top gepflegte super Kamera als Weihnachtsgeschenk?! Mit Profi Objektiven (separat als Angebote hier auf Kleinanzeigen). Die Kamera ist in tadellosem Zustand. Ich biete dazu das komplette Zubehör mit an: 2 Akkus, Ladegerät, Batteriefach (!), ... damit lassen sich 2 Akkus in der Kamera platzieren oder auch für den Notfall die Kamera mit üblichen AA Batterien bedienen, Fachbuch zur Kamera EOS7D, Stativplatte, ... Ich lege auch alle meine Speicherkarten (schnelle!) dazu, allein damit kannst Du eine Weltreise fotografieren, ohne dass die Platten voll werden... (Und die alleine kosten sonst schon ein kleines Vermögen!) Bei Canon gilt: Je kleiner die Zahl (1500D > 7D > ...,) desto professioneller ist die Kamera. Die Auflösung der Bilder ist sensationell (18 Megapixel), man kann in die Bilder reinzoomen/ digital vergrößern und es werden immer mehr Details sichtbar, bevor irgendwas zu rauschen anfängt... Dazu kann man mit der Kamera (und das können nur sehr wenige!) Filme in 24 und 30 fps aufnehmen und in HDTV Qualität gestochen scharf abspielen. Alles in allem eine sensationelle Kamera zu einem sensationellen Preis! Ich halte die Objektive noch ein paar Tage zurück bei Interesse im Bundle mit Objektiven bitte mich anschreiben. Meine Objektive sind Profi Objektive der L Reihe. Die sind bis heute Objektive mit Kultfaktor. Aber Vorsicht die sind nicht ""billig""! Ich habe ein Objektiv, ich möchte sagen, DAS Objektiv. Das Super Tele ET 83C, 100 400mm (!), 1:4,5 5,6 (ca. 700€ VB) und das EF 24 105mm, mit dem Du (fast) alles im Alltag abdecken kannst (ca. 400€ VB) Aber schnell sein! Die Objektive kommen in ein paar Tagen auch hier auf die Plattform, wenn sie nicht im Bundle mit der Kamera genommen werden...! Übrigens das Display ist top! Da ist ein Schutzglas drauf (sieht am Rand sonst auf dem Foto etwas angekratzt aus, ist aber nur Luft unter dem Glas) Ich glaube, dass ich noch ein oder zwei Schutzgläser übrig habe, die lege ich natürlich auch dazu.",weihnachtsgeschenk canon semiprofessionell kamera eos7d geling foto geträumen gestochen scharf brillant farbe toll kontraste traumurlaub safari malediven island familienfeier hochzeit model fotografie hammer kamera top gepflegen sup kamera weihnachtsgeschenk profi objektive separat angebot kleinanzeigen kamera tadellos zustand bieten komplett zubehör 2 akkus ladegerät batteriefach lassen 2 akkus kamera platzieren notfall kamera üblich aa batterie bedienen fachbuch kamera eos7d stativplatte legen speicherkart schnell weltreise fotografieren platte voll alleine kost vermögen canon gelten zahl 1500d > 7d > desto professionell kamera auflösung bild sensationell 18 megapixel bild reinzoomen digital vergrößern detail sichtbar bevor irgendwas rausch anfangen kamera film 24 30 fps aufnehmen hdtv qualität gestochen scharf abspielen sensationell kamera sensationell preis halt objektiv paar interesse bundle objektive bitte anschreiben objektiv profi objektive l reihe objektive kultfaktor vorsicht billig objektiv sagen objektiv super tele et 83c 100 400 mm 1:4.5 5.6 ca 700 € vb ef 24 105 mm fast alltag abdecken ca 400 € vb schnell objektive paar plattform bundle kamera nehmen display top schutzglas drauf sehen rand foto ankratzen luft glas glauben schutzgläser übrig legen
Canon EOS 760D + SIGMA 18-250 f3.5-6.3 DC Macro für Canon,450,/s-anzeige/canon-eos-760d-sigma-18-250-f3-5-6-3-dc-macro-fuer-canon/2939422809-245-9291,"Canon EOS 760D + SIGMA 18-250 f3.5-6.3 DC Macro für Canon  verkaufe schweren Herzens meine Canon Eos 760D plus Sigma Objektiv 18 250 f3.5 6.3 DC Macro OS, beide in sehr gutem Zustand. Objektiv war kaum in Benutzung. Die Kamera ist in einem sehr guten gepflegten Zustand, lediglich am Griff leichte Abriebspuren Beim Objektiv fehlt der Frontdeckel. Das Objektiv hat minimale Gebrauchsspuren, die Gläser sind komplett kratzerfrei Zubehör : Ein unbenutzer Original Canon Kameragurt Beide Originalverpackungen Original Gegenlichtblende Ein Ersatzladegerät (siehe Bild)für zwei Akkus plus zwei Akkus",canon eos 760d + sigma 18 250 f3.5 6.3 dc macro canon verkauf schwer herzen canon eos 760d plus sigma objektiv 18 250 f3.5 6.3 dc macro os gut zustand objektiv benutzung kamera gut gepflegt zustand lediglich griff leicht abriebspuren objektiv fehlen frontdeckel objektiv minimal gebrauchsspurum gläser komplett kratzerfrei zubehör unbenutz original canon kameragurt originalverpackung original gegenlichtblende ersatzladegerät sehen bild akkus plus akkus
Canon EOS 77D mit Zubehör,475,/s-anzeige/canon-eos-77d-mit-zubehoer/2939313303-245-4761,Canon EOS 77D mit Zubehör  Ich verkaufe meine Kamera von Canon EOS 77DModel : EOS 77DInkl. : Canon EFS 18 135 mm Akku Stativ & OVP EOS Kameratasche/Rucksack sowie Beutel Ladegerät/Station sep. Auslöser Sowie OVP & BedienungsanleitungAlles in sehr gutem Zustand Objektive weisen keine Kratzer oder Staubeinschlüsse aufVersand möglich bei Kostenübernahme des KäufersAbzuholen jederzeit in 68623 Lampertheim,canon eos 77d zubehör verkauf kamera canon eos 77dmodel eos 77dinkl canon efs 18 135 mm akku stativ ovp eos kameratasche rucksack beutel ladegerät station sep auslöser ovp bedienungsanleitungalle gut zustand objektive weis kratzer staubeinschlüß aufversand kostenübernahme käufersabzuholen jederzeit 68623 lampertheim
Canon EOS 750D,500,/s-anzeige/canon-eos-750d/2939335372-245-6629,"Canon EOS 750D  Kamera Hiermit verkaufe ich meine Canon EOS 750d inkl. Canon EF S 18 50mm Objektiv + Canon 55 250mm Objektiv. War ein Geburtstagswunsch aber leider 2 3x benutzt.Die Kamera und das Objektiv befinden sich technisch und optisch in einem sehr guten Zustand.Das Ladegerät, Akku, Tasche & ein Ständer sind dabei. Neupreis inklusive alles war bei 990€Bei Fragen gerne melden! Privat verkauf, keine Garantie oder Rücknahme. Kein Versand, Nur Abholen ist möglich.Mit freundlichen Grüßen, K",canon eos 750d kamera hiermit verkaufen canon eos 750d inkl canon ef s 18 50 mm objektiv + canon 55 250 mm objektiv geburtstagswunsch 2 3x benutzen kamera objektiv befinden technisch optisch gut zustand ladegerät akku tasche ständer neupreis inklusive 990€bei frage gerne melden privat verkauf garantie rücknahme versand abhole freundlich grüßen k
Canon EOS 700D; Canon Efs 55-250mm; speedlite 430 EX set,500,/s-anzeige/canon-eos-700d-canon-efs-55-250mm-speedlite-430-ex-set/2939436707-245-2703,"Canon EOS 700D; Canon Efs 55-250mm; speedlite 430 EX set  Trenne mich zwecks Zeitmangel von meiner selten benutzen Spiegelreflexkamera. Mit im Set enthalten sind ein zusätzliches Objektiv Canon Efs 55 250mm sowie ein externes Blitzlicht speedlite 430 EXiiBezahlung in bar bei Abholung oder Paypal Freunde.Bei Fragen gerne melden.Der Verkauf erfolgt unter Ausschluss jeglicher Gewähr­leistung.Die Haftung auf Schaden­ersatz wegen Verletzungen von Gesundheit, Körper oder Leben und grob fahr­lässiger und/oder vorsätzlicher Verletzungen meiner Pflichten als Verkäufer bleibt uneinge­schränkt.“HINWEIS Ich verkaufe bei meinen Auktionen ausschließlich Gebrauchtware, sofern nicht anders beschrieben. Diese Waren sind aus meinem Privatbesitz und ich verfolge mit meinen Auktionen keinerlei gewerbliche Zwecke. Eine Rechnung gibt es hierfür nicht. Da mittlerweile auch Privatverkäufer ein Jahr Gewähr leisten müssen, wenn sie das nicht ausschließen, erkläre ich hiermit ausdrücklich, dass ich für meine privat versteigerten Artikel keine Gewährleistung und keine Rücknahme übernehme. Mit der Abgabe eines Gebotes erklären Sie sich ausdrücklich damit einverstanden, auf die Ihnen gesetzlich zustehende Gewährleistung/Garantie bei Gebrauchtwaren völlig zu verzichten!""",canon eos 700d canon efs 55 250 mm speedliten 430 ex set trenne zwecks zeitmangel selten benutz spiegelreflexkamera set enthalten zusätzlich objektiv canon efs 55 250 mm extern blitzlicht speedliten 430 exiibezahlung bar abholung paypal freund frage gerne melden verkauf erfolgen ausschluss jeglicher gewähr­leistung haftung schaden­ersatz verletzung gesundheit körper leben grob fahr­lässig vorsätzlich verletzung pflicht verkäufer bleiben uneinge­schränkt “hinweis verkauf auktion ausschließlich gebrauchtwar sofern beschreiben privatbesitz verfolgen auktion keinerlei gewerblich zweck rechnung hierfür mittlerweile privatverkäufer gewähr leisten ausschließ erklär hiermit ausdrücklich privat versteigert artikel gewährleistung rücknahme übernehmen abgabe gebotes erklären ausdrücklich einverstanden gesetzlich zustehend gewährleistung garantie gebrauchtwaren völlig verzichten
Canon EOS 750D Set – Umfangreiches Kamera-Bundle,500,/s-anzeige/canon-eos-750d-set-umfangreiches-kamera-bundle/2939369945-245-1935,"Canon EOS 750D Set – Umfangreiches Kamera-Bundle  Canon EOS 750D Set – Umfangreiches Kamera Bundle für Einsteiger und EnthusiastenZum Verkauf steht meine gut gepflegte Canon EOS 750D inklusive umfangreichem Zubehör. Die Kamera eignet sich perfekt für Einsteiger und fortgeschrittene Fotografen, die Wert auf Vielseitigkeit legen. Sie befindet sich in einem einwandfreien Zustand, wurde immer sorgfältig behandelt und regelmäßig gereinigt.Folgendes ist im Angebot enthalten:1. Canon EOS 750DHochwertige DSLR mit 24,2 MP und vielseitigen Funktionen für Fotound Videoaufnahmen. 2. Canon Objektive:Canon 18 55 mm F3.5 5.6 III: Standard Zoomobjektiv, ideal für Alltagsaufnahmen.Canon 10 18 mm F4.5 5.6 IS STM: Weitwinkelobjektiv, perfekt für Landschaftsund Architekturaufnahmen.Canon 50 mm F1.8 STM: Lichtstarke Festbrennweite, besonders für Porträts geeignet. 3. Zubehör:Kameratasche: Praktisch und sicher für den Transport.2 Ersatzakkus inkl. Ladegerät: Für längere Fotosessions ohne Unterbrechung.Zwischenringe: Perfekt für Makrofotografie.Linsenrückkehrring: Praktisches Zubehör für spezielle Aufnahmen.Adapter Ring M42 EOS: Ermöglicht die Nutzung von M42 Objektiven.Blitzgerät mit Funkauslöser von ESDDI: Flexibel für kreative Lichtgestaltung. Zustand: Alle Artikel sind in einem sehr guten Zustand und voll funktionsfähig. Bei Interesse können die Artikel gerne vor Ort besichtigt und getestet werden.Preis: VB. Verkauf nur als Set. Kein Einzelverkauf.Bei Fragen oder Interesse freue ich mich auf Ihre Nachricht!Hinweis: Privatverkauf, daher keine Garantie, Rücknahme oder Gewährleistung.",canon eos 750d set umfangreiches kamera bundle canon eos 750d set umfangreiches kamera bundle einsteiger enthusiastenzum verkauf stehen gepflegt canon eos 750d inklusive umfangreich zubehör kamera eignen perfekt einsteiger fortgeschritten fotograf wert vielseitigkeit legen befinden einwandfreei zustand sorgfältig behandeln regelmäßig reinigen folgend angebot enthalten:1 canon eos 750dhochwertige dslr 24.2 mp vielseitig funktion fotound videoaufnahma 2 canon objektive canon 18 55 mm f3.5 5.6 iii standard zoomobjektiv ideal alltagsaufnahmen canon 10 18 mm f4.5 5.6 is stm weitwinkelobjektiv perfekt landschaftsund architekturaufnahmen canon 50 mm f1.8 stm lichtstarke festbrennweite porträts geeignet 3 zubehör kameratasche praktisch sicher transport 2 ersatzakkus inkl ladegerät lang fotosession unterbrechung zwischenringe perfekt makrofotografie linsenrückkehrring praktisches zubehör speziell aufnahme adapter ring m42 eos ermöglicht nutzung m42 objektive blitzgerät funkauslöser esddi flexibel kreativ lichtgestaltung zustand artikel gut zustand voll funktionsfähig interesse artikel gerne ort besichtigen testen preis vb verkauf set einzelverkauf frage interesse freu nachricht hinweis privatverkauf garantie rücknahme gewährleistung
Canon Eos 70d + Sigma 70-200mm f/2.8,590,/s-anzeige/canon-eos-70d-sigma-70-200mm-f-2-8/2937389846-245-2231,"Canon Eos 70d + Sigma 70-200mm f/2.8  Hobbyfotograf verkauft geliebte Canon Eos 70d samt 2 Objektiven & Zubehör. Canon Eos 70d funktioniert einwandfrei und ist im TOP Zustand, keine Gebrauchsspuren, keine Kratzer oder Defekte. Es kann sofort los fotografiert werden ; ) Verkaufsumfang : * Kamerabody * Objektiv EFS 18 55 mm Canon mit Gegenlichtblende * Sigma 70 200mm f/2.8 EX DG HSM Canon EF Kompatibel für Sportfotographie mit Gegenblende * Trägerriemen Canon * 1 Akku * Ladegerät * SD 128 GB Speicherkarte formatiert * Kameratasche (schwarz/orange) * Multifunktionstasche mit vielen Fächern (schwarz/rot)  Abholen & Testen nur vor Ort. Nur BAR Zahlung.  Da Privatkauf keine Rücknahme möglich.",canon eos 70d + sigma 70 200 mm f 2.8 hobbyfotograf verkaufen geliebt canon eos 70d samt 2 objektive zubehör canon eos 70d funktionieren einwandfrei top zustand gebrauchsspurum kratzer defekt sofort fotografieren verkaufsumfang kamerabody objektiv efs 18 55 mm canon gegenlichtblende sigma 70 200 mm f 2.8 ex dg hsm canon ef kompatibel sportfotographie gegenblend trägerriemen canon 1 akku ladegerät sd 128 gb speicherkarte formatieren kameratasche schwarz orang multifunktionstasch fach schwarz rot abhole testen ort bar zahlung privatkauf rücknahme
Canon Eos 80D,600,/s-anzeige/canon-eos-80d/2939318141-245-8453,Canon Eos 80D  Gebe mein sehr gut gepflegte Canon 80d aufgrund von Umstieg auf Vollformat ab. Dabei ist der gesamte Lieferumfang mit Ovp. Es handelt sich um einen Privatkauf. Der Verkauf findet unter Ausschluss jeglicher Garantie.,canon eos 80d gebe gepflegen canon 80d aufgrund umstieg vollformat gesamt lieferumfang ovp handeln privatkauf verkauf finden ausschluss jeglicher garantie
Canon EOS R10 Top Zustand. mit Rechnung. OVP. Zubehör,630,/s-anzeige/canon-eos-r10-top-zustand-mit-rechnung-ovp-zubehoer/2939297284-245-9182,"Canon EOS R10 Top Zustand. mit Rechnung. OVP. Zubehör  EOS R10 in top Zustand und inklusive Originalakku & Ladegerät Verpackung, Anleitung, Garantieschein Rechnung von 2023 (mit Restgarantie) Deckel & KameragurtDa ich die R10 wenig benutzt habe ist sie mechanisch einwandfrei und wie auf den Bildern zu sehen optisch in hervorragendem Zustand. Auf dem Display hatte ich immer eine Schutzfolie angebracht, zwei weitere unbenutzte Folien lege ich bei. War neben der R6 eine super Zweitkamera, ist aber zu wenig zum Einsatz gekommen um sie zu behalten. Testen und Abholen in Leimen oder Heidelberg ist problemlos möglich, andernfalls biete ich auch gerne Zahlung über PayPal und versicherten Versand an. In dem Fall gibt es am Tag des Zahlungseingangs eine Trackingnummer und ich versende in der Regel schon am Tag darauf. Privatverkauf unter Ausschluss von Sachmängelhaftung oder Rücknahmepflicht.",canon eos r10 top zustand rechnung ovp zubehör eos r10 top zustand inklusive originalakku ladegerät verpackung anleitung garantieschein rechnung 2023 restgarantie deckel kameragurtda r10 benutzen mechanisch einwandfrei bild sehen optisch hervorragend zustand display schutzfolie angebracht unbenutzt folie legen r6 super zweitkamera einsatz kommen behalt test abhole leimen heidelberg problemlos andernfalls bieten gerne zahlung paypal versichert versand fall zahlungseingang trackingnummer versend regel privatverkauf ausschluss sachmängelhaftung rücknahmepflicht
